Tipo Documento,Canal de Registro,Edad,Género,Nivel de Estudio,Título Homologado,Ciudad de Residencia,Fecha Registro,Programa de Gobierno,Condiciones Especiales,Situación Laboral,Fecha Actualización,Zona,Mes,Año,Punto Atención,Rango Edad
Cédula de Ciudadanía,Agencia,21,M,Técnica Laboral,TÉCNICO EN VENTAS DE PRODUCTOS Y SERVICIOS,BARRANQUILLA,29/01/2020 11:38:58 a.m.,NA,NA,Desempleado,29/01/2020 11:38:58 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,19,M,Universitaria,Administrador de Empresas,BARRANQUILLA,29/01/2020 11:42:10 a.m.,NA,NA,Primer Empleo,29/01/2020 11:42:10 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,29,F,Universitaria,Ingeniera Industrial,BARRANQUILLA,29/01/2020 11:52:26 a.m.,NA,NA,Desempleado,29/01/2020 11:52:26 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Autoregistro,43,F,Media(10-13),bachiller academico,BARRANQUILLA,29/01/2020 12:04:47 p.m.,NA,NA,NO REGISTRA,29/01/2020 12:04:47 p.m.,ND,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Agencia,45,M,Tecnológica,tecnologo en agua y saneamiento,BARRANQUILLA,29/01/2020 12:46:14 p.m.,NA,NA,Desempleado,29/01/2020 12:46:14 p.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Autoregistro,51,M,ND,ND,BARRANQUILLA,29/01/2020 01:30:01 p.m.,NA,NA,Empleado,29/01/2020 01:30:01 p.m.,Urbano,1,"2,020",Barrios San José,51 - 60
Cédula de Ciudadanía,Agencia,20,F,Técnica Laboral,TECNICO EN MANEJO AMBIENTAL,BARRANQUILLA,29/01/2020 03:19:51 p.m.,NA,NA,Desempleado,29/01/2020 03:19:51 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,29,F,Técnica Laboral,AUXILIAR ADMINISTRATIVO EN SALUD,BARRANQUILLA,29/01/2020 11:02:15 a.m.,NA,NA,Primer Empleo,29/01/2020 11:02:15 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,31,M,Media(10-13),bachiller academico,BARRANQUILLA,29/01/2020 11:11:02 a.m.,Víctimas del conflicto armado,,Desempleado,29/01/2020 11:11:02 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Autoregistro,45,M,ND,ND,PUERTO COLOMBIA,28/01/2020 07:19:58 a.m.,NA,NA,NO REGISTRA,28/01/2020 07:19:58 a.m.,ND,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,BARRANQUILLA,29/01/2020 06:34:56 p.m.,NA,NA,NO REGISTRA,29/01/2020 06:34:56 p.m.,ND,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,35,M,ND,ND,BARRANQUILLA,29/01/2020 08:01:48 p.m.,NA,NA,NO REGISTRA,29/01/2020 08:01:48 p.m.,ND,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Autoregistro,31,F,Maestría,MAESTRIA EN SISTEMAS INTEGRADOS,BARRANQUILLA,29/01/2020 09:21:58 p.m.,NA,NA,Independiente,29/01/2020 09:21:58 p.m.,Rural,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Autoregistro,27,F,Universitaria,psicologa,BARRANQUILLA,29/01/2020 09:36:08 p.m.,NA,NA,Desempleado,29/01/2020 09:36:08 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,37,M,Especialización,Seguridad y salud en el trabajo,BARRANQUILLA,29/01/2020 09:58:28 p.m.,NA,NA,Independiente,29/01/2020 09:58:28 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,27,F,Universitaria,Comunicadora Social Periodista,BARRANQUILLA,30/01/2020 08:41:35 a.m.,NA,NA,Desempleado,30/01/2020 08:41:35 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,27,M,Técnica Laboral,Técnico en Instalación de Redes de Cómputo,BARRANQUILLA,30/01/2020 08:12:31 a.m.,NA,NA,Desempleado,30/01/2020 08:12:31 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,24,M,Universitaria,Psicólogo,BARRANQUILLA,19/09/2014 02:52:00 p.m.,"Víctimas del conflicto armado, Víctimas del conflicto armado",,Desempleado,30/01/2020 10:34:21 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,60,M,ND,ND,BARRANQUILLA,30/01/2020 10:44:24 a.m.,Víctimas del conflicto armado,,Desempleado,30/01/2020 10:44:24 a.m.,Urbano,1,"2,020",Barrios San José,51 - 60
Cédula de Ciudadanía,Autoregistro,35,M,ND,ND,BARANOA,30/01/2020 11:11:05 a.m.,NA,NA,NO REGISTRA,30/01/2020 11:11:05 a.m.,ND,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,45,F,Técnica Laboral,Técnico en Mercadotecnica,BARRANQUILLA,30/01/2020 11:37:07 a.m.,NA,NA,Desempleado,30/01/2020 11:37:07 a.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Autoregistro,23,F,ND,ND,BARRANQUILLA,30/01/2020 12:28:07 p.m.,NA,NA,Desempleado,30/01/2020 12:28:07 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,32,F,ND,ND,BARRANQUILLA,17/03/2015 05:40:45 p.m.,NA,NA,Desempleado,30/01/2020 01:52:16 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,26,M,Universitaria,INGENIERO AGRICOLA,BARRANQUILLA,30/01/2020 02:36:22 p.m.,Víctimas del conflicto armado,,Desempleado,30/01/2020 02:36:22 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,43,M,Media(10-13),Media,BARRANQUILLA,30/01/2020 02:58:29 p.m.,NA,NA,Desempleado,30/01/2020 02:58:29 p.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Agencia,34,M,Media(10-13),BACHILLER ACADÉMICO,BARRANQUILLA,30/01/2020 03:18:48 p.m.,NA,NA,Desempleado,30/01/2020 03:18:48 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,35,M,Técnica Laboral,Tecnico Sistemas,BARRANQUILLA,24/01/2020 10:21:19 a.m.,NA,NA,Desempleado,24/01/2020 10:21:19 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,34,F,Tecnológica,Técnologo en Gestión de Mercado,BARRANQUILLA,24/01/2020 10:32:46 a.m.,NA,NA,Desempleado,24/01/2020 10:32:46 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,22,F,Media(10-13),Bachiller Academico,BARRANQUILLA,24/01/2020 10:54:52 a.m.,NA,NA,Desempleado,24/01/2020 10:54:52 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,37,M,Media(10-13),Bachillerato,SOLEDAD,27/03/2018 12:37:43 p.m.,NA,NA,Desempleado,27/03/2018 12:54:37 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,36,F,Universitaria,Licenciado en Matematica,BARRANQUILLA,24/01/2020 11:27:14 a.m.,NA,NA,Desempleado,24/01/2020 11:27:14 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,23,F,ND,ND,BARRANQUILLA,24/01/2020 09:29:58 a.m.,NA,NA,Desempleado,24/01/2020 09:29:58 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,31,F,Universitaria,licenciada en educacion artisticas,BARRANQUILLA,24/01/2020 11:36:10 a.m.,NA,NA,Desempleado,24/01/2020 11:36:10 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,22,F,Media(10-13),Bachiller Técnico en Especialidad en análisis y diseño se Sistemas,BARRANQUILLA,23/01/2020 04:33:38 p.m.,NA,NA,Primer Empleo,23/01/2020 04:33:38 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,31,F,Media(10-13),Bachiller Academico,BARRANQUILLA,23/01/2020 07:09:40 p.m.,NA,NA,NO REGISTRA,23/01/2020 07:09:40 p.m.,ND,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,33,F,Técnica Laboral,Tecnico Laboral por Competencias en Servicio de Administración de Documentos y Archivos,BARRANQUILLA,24/01/2020 08:21:52 a.m.,NA,NA,Desempleado,24/01/2020 08:21:52 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Autoregistro,21,F,Media(10-13),bachiller académica,BARRANQUILLA,26/08/2016 10:03:52 a.m.,Víctimas del conflicto armado,,Desempleado,09/08/2019 04:33:27 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,36,M,Media(10-13),BACHILLER ACADEMICO,BARRANQUILLA,24/01/2020 08:47:38 a.m.,NA,NA,Desempleado,24/01/2020 08:47:38 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,28,F,Universitaria,LICENCIADA EN FILOSOFIA,BARRANQUILLA,23/01/2020 03:16:54 p.m.,NA,NA,Desempleado,23/01/2020 03:16:54 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,29,F,Técnica Laboral,TECNICO LABORAL EN ASISTENCIA EN ORGANIZACION DE ARCHIVOS,BARRANQUILLA,23/01/2020 03:46:54 p.m.,NA,NA,Desempleado,23/01/2020 03:46:54 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,38,M,Universitaria,Administrador de Empresas,BARRANQUILLA,23/01/2020 03:56:58 p.m.,NA,NA,Desempleado,23/01/2020 03:56:58 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,21,M,Técnica Laboral,Técnico Laboral Seguridad O ocupacional,BARRANQUILLA,23/01/2020 01:23:05 p.m.,NA,NA,Primer Empleo,23/01/2020 01:23:05 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,22,F,Tecnológica,TECNOLOGO EN GESTION ADMINISTRATIVA,BARRANQUILLA,23/01/2020 02:13:57 p.m.,NA,NA,Desempleado,23/01/2020 02:13:57 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,25,M,Universitaria,ingeniro industrial civil,BARRANQUILLA,23/01/2020 02:19:28 p.m.,NA,NA,Desempleado,23/01/2020 02:19:28 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,43,M,Media(10-13),BACHILLER CADEMICO,BARRANQUILLA,23/01/2020 02:40:17 p.m.,NA,NA,Desempleado,23/01/2020 02:40:17 p.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Agencia,20,M,Media(10-13),Bachiller académico,BARRANQUILLA,23/01/2020 10:49:14 a.m.,NA,NA,Primer Empleo,23/01/2020 10:49:14 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,21,F,Técnica Laboral,Agente de ventas y servicio Aerolineas,MALAMBO,23/01/2020 11:59:13 a.m.,NA,NA,Desempleado,23/01/2020 11:59:13 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,42,F,Técnica Laboral,auxiliar de enfermeria,SOLEDAD,27/08/2014 10:35:36 a.m.,NA,NA,Desempleado,09/01/2018 12:52:51 p.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Agencia,21,M,ND,ND,BARRANQUILLA,23/01/2020 10:22:33 a.m.,NA,NA,Desempleado,23/01/2020 10:22:33 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,20,M,Media(10-13),Bachiller,BARRANQUILLA,23/01/2020 10:29:20 a.m.,NA,NA,Desempleado,23/01/2020 10:29:20 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,24,M,Técnica Profesional,TÉCNICO EN EXPLOTACIÓN AGRICOLA,BARRANQUILLA,23/01/2020 09:35:11 a.m.,NA,NA,Desempleado,23/01/2020 09:35:11 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,45,M,Media(10-13),Bachiller,SOLEDAD,23/01/2020 09:46:17 a.m.,NA,NA,Desempleado,23/01/2020 09:46:17 a.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Agencia,24,M,Técnica Laboral,Técnico En Operación Logística,GALAPA,23/01/2020 09:59:32 a.m.,NA,NA,Desempleado,23/01/2020 09:59:32 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,20,M,Media(10-13),BACHILLER ACADEMICO,BARRANQUILLA,23/01/2020 10:03:05 a.m.,NA,NA,Desempleado,23/01/2020 10:03:05 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,23,F,Técnica Profesional,TECNICO DE ASISTENTE ADMINISTRATIVO,BARRANQUILLA,22/01/2020 09:23:19 a.m.,NA,NA,Desempleado,22/01/2020 09:23:19 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,19,M,Media(10-13),bachiller academico,BARRANQUILLA,22/01/2020 10:41:28 a.m.,NA,NA,Desempleado,22/01/2020 10:41:28 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,27,M,Técnica Laboral,Técnico Aparejador Señalero de Izaje de Cargas,BARRANQUILLA,22/01/2020 10:47:02 a.m.,NA,NA,Desempleado,22/01/2020 10:47:02 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Tarjeta de Identidad,Autoregistro,17,M,Especialización,Mercadeo digital y contenido creativo,BARRANQUILLA,13/08/2019 09:18:08 p.m.,NA,NA,Desempleado,22/01/2020 10:09:26 p.m.,Urbano,1,"2,020",Barrios San José,MENOR DE EDAD
Cédula de Ciudadanía,Agencia,22,M,Media(10-13),BACHILLERACADEMICO,BARRANQUILLA,23/01/2020 08:20:39 a.m.,NA,NA,Desempleado,23/01/2020 08:20:39 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,20,M,Técnica Laboral,Técnico en Contabilidad,SOLEDAD,23/01/2020 08:22:26 a.m.,NA,NA,Desempleado,23/01/2020 08:22:26 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,24,M,Media(10-13),Bachiller académico,BARRANQUILLA,23/01/2020 08:24:02 a.m.,NA,NA,Desempleado,23/01/2020 08:24:02 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,23,M,Técnica Profesional,TECNICO EN PROGRAMACION DE COMPUTADORES,BARRANQUILLA,23/01/2020 08:43:06 a.m.,NA,NA,Desempleado,23/01/2020 08:43:06 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,23,M,Media(10-13),Bachiller Academice,BARRANQUILLA,23/01/2020 08:52:09 a.m.,NA,NA,Desempleado,23/01/2020 08:52:09 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,21,M,Técnica Laboral,Técnico organización empresarial,BARRANQUILLA,23/01/2020 08:56:56 a.m.,NA,NA,Desempleado,23/01/2020 08:56:56 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,23,M,Media(10-13),Bachiller Academico,SANTA MARTA,23/01/2020 09:10:47 a.m.,NA,NA,Desempleado,23/01/2020 09:10:47 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,22,M,Media(10-13),BACHILLER ACADEMICO,BARRANQUILLA,23/01/2020 09:11:48 a.m.,NA,NA,Desempleado,23/01/2020 09:11:48 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,21,M,Media(10-13),Bachiller académico,BARRANQUILLA,23/01/2020 09:29:14 a.m.,NA,NA,Desempleado,23/01/2020 09:29:14 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,24,M,Media(10-13),Bachiller Academico,BARRANQUILLA,23/01/2020 09:30:36 a.m.,NA,NA,Desempleado,23/01/2020 09:30:36 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,46,M,Técnica Profesional,tecnico en administracion,BARRANQUILLA,22/01/2020 03:32:41 p.m.,NA,NA,Desempleado,22/01/2020 03:32:41 p.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Autoregistro,35,M,Media(10-13),bachiller,BARRANQUILLA,22/01/2020 03:32:42 p.m.,NA,NA,Desempleado,22/01/2020 03:32:42 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,23,F,Técnica Laboral,Técnica en Asistencia Administrativa,BARRANQUILLA,22/01/2020 03:37:10 p.m.,NA,NA,Desempleado,22/01/2020 03:37:10 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,25,F,Universitaria,Licenciada en Administración con  énfasis en Mercadeo,BARRANQUILLA,22/01/2020 04:06:20 p.m.,NA,NA,Desempleado,22/01/2020 04:06:20 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,21,F,Media(10-13),Bachiller Académico,BARRANQUILLA,22/01/2020 04:42:32 p.m.,NA,NA,Primer Empleo,22/01/2020 04:42:32 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,ND,ND,BARRANQUILLA,22/01/2020 05:14:16 p.m.,NA,NA,Primer Empleo,22/01/2020 05:14:16 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,24,F,Tecnológica,tecnologo como docente de primaria y prescolar,BARRANQUILLA,22/01/2020 11:20:23 a.m.,NA,NA,Desempleado,22/01/2020 11:20:23 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,20,F,Técnica Laboral,AUXILIAR CONTABLE,BARRANQUILLA,22/01/2020 11:38:02 a.m.,NA,NA,Desempleado,22/01/2020 11:38:02 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,35,F,ND,ND,BARRANQUILLA,22/01/2020 11:53:08 a.m.,NA,NA,NO REGISTRA,22/01/2020 11:53:08 a.m.,ND,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,20,F,Media(10-13),bachiller,BARRANQUILLA,22/01/2020 12:00:48 p.m.,NA,NA,Desempleado,22/01/2020 12:00:48 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,34,F,ND,ND,BARRANQUILLA,22/01/2020 01:27:05 p.m.,NA,NA,NO REGISTRA,22/01/2020 01:27:05 p.m.,ND,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,52,M,Universitaria,ODONTOLOGIA,BARRANQUILLA,22/01/2020 01:43:46 p.m.,NA,NA,Desempleado,22/01/2020 01:43:46 p.m.,Urbano,1,"2,020",Barrios San José,51 - 60
Cédula de Ciudadanía,Agencia,20,F,Media(10-13),BACHILLER ACDEMICO,BARRANQUILLA,22/01/2020 02:09:42 p.m.,NA,NA,Desempleado,22/01/2020 02:09:42 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,28,M,Técnica Laboral,tecnico en auxiliar de ventas y merchandising,BARRANQUILLA,22/01/2020 02:25:49 p.m.,NA,NA,Desempleado,22/01/2020 02:25:49 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,BARRANQUILLA,21/01/2020 04:49:03 p.m.,NA,NA,NO REGISTRA,21/01/2020 04:49:03 p.m.,ND,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Técnica Profesional,tecnica profesional en procesos empresariales,BARRANQUILLA,21/01/2020 04:55:05 p.m.,NA,NA,NO REGISTRA,21/01/2020 04:55:05 p.m.,ND,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,27,M,ND,ND,BARRANQUILLA,21/01/2020 11:27:44 p.m.,NA,NA,Desempleado,21/01/2020 11:27:44 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,22,F,Técnica Laboral,Técnica en Riesgo Crediticio y su Administración,BARRANQUILLA,21/01/2020 03:30:29 p.m.,NA,NA,Primer Empleo,21/01/2020 03:30:29 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,25,M,Tecnológica,Tecnólogo en Grabacion Edicion Mezcla de Voces Doblaje para Medios  Audiovisuales,BARRANQUILLA,21/01/2020 10:14:31 a.m.,NA,NA,Desempleado,21/01/2020 10:14:31 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,41,F,Maestría,maestria en educacion con enfasis en educacion infantil,BARRANQUILLA,21/01/2020 11:04:02 a.m.,NA,NA,Desempleado,21/01/2020 11:04:02 a.m.,Urbano,1,"2,020",Barrios San José,40 - 50
Cédula de Ciudadanía,Agencia,34,M,Media(10-13),Bachiller,BARRANQUILLA,21/01/2020 11:16:20 a.m.,NA,NA,Desempleado,21/01/2020 11:16:20 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,31,F,Media(10-13),bachiller academico,BARRANQUILLA,21/01/2020 11:21:04 a.m.,NA,NA,Desempleado,21/01/2020 11:21:04 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,20,F,Media(10-13),Bachiller Académico,BARRANQUILLA,21/01/2020 11:43:38 a.m.,NA,NA,Desempleado,21/01/2020 11:43:38 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,31,M,Media(10-13),Bachiller,BARRANQUILLA,21/01/2020 02:00:43 p.m.,NA,NA,Desempleado,21/01/2020 02:00:43 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,37,F,Media(10-13),bachiller,BARRANQUILLA,21/01/2020 02:03:53 p.m.,NA,NA,Desempleado,21/01/2020 02:03:53 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,30,M,Técnica Laboral,Técnico en Salud Ocupacional,BARRANQUILLA,21/01/2020 02:34:15 p.m.,NA,NA,Desempleado,21/01/2020 02:34:15 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,33,F,Universitaria,Licenciada en Música,BARRANQUILLA,21/01/2020 02:50:00 p.m.,NA,NA,Desempleado,21/01/2020 02:50:00 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,30,F,Media(10-13),Bachiller,BARRANQUILLA,20/01/2020 03:20:49 p.m.,NA,NA,Desempleado,20/01/2020 03:20:49 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Autoregistro,31,F,Universitaria,LICENCIADA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN INGLÉS,BARRANQUILLA,19/02/2017 09:17:51 p.m.,NA,NA,Desempleado,20/01/2020 03:32:24 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,56,M,Media(10-13),Bachiller academico,BARRANQUILLA,20/01/2020 04:04:05 p.m.,NA,NA,Desempleado,20/01/2020 04:04:05 p.m.,Urbano,1,"2,020",Barrios San José,51 - 60
Cédula de Ciudadanía,Agencia,20,F,Técnica Laboral,Auxiliar Administrativo,BARRANQUILLA,20/01/2020 10:41:14 a.m.,NA,NA,Desempleado,20/01/2020 10:41:14 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,33,M,ND,ND,BARRANQUILLA,20/01/2020 11:29:50 p.m.,NA,NA,NO REGISTRA,20/01/2020 11:29:50 p.m.,ND,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,35,M,Media(10-13),Bachiller Academico,BARRANQUILLA,21/01/2020 08:15:03 a.m.,NA,NA,Desempleado,21/01/2020 08:15:03 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,33,F,Especialización,ESPECIALIZACION EN EPIDEMIOLOGIA,BARRANQUILLA,20/01/2020 11:25:05 a.m.,NA,NA,Desempleado,20/01/2020 11:25:05 a.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,24,M,Técnica Laboral,Técnico laboral en Hotelería y Turismo,BARRANQUILLA,20/01/2020 11:26:53 a.m.,NA,NA,Desempleado,20/01/2020 11:26:53 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,54,F,Técnica Laboral,VENDEDOR ROFESIONAL,BARRANQUILLA,20/01/2020 11:38:44 a.m.,NA,NA,Desempleado,20/01/2020 11:38:44 a.m.,Urbano,1,"2,020",Barrios San José,51 - 60
Cédula de Ciudadanía,Agencia,26,F,Media(10-13),Bachiller Academico,BARRANQUILLA,20/01/2020 11:52:05 a.m.,NA,NA,Desempleado,20/01/2020 11:52:05 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,26,F,Básica Secundaria(6-9),Bachiller,BARRANQUILLA,20/01/2020 11:56:55 a.m.,NA,Auditiva,Desempleado,20/01/2020 11:56:55 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,Universitaria,licenciado en educacion infantil,SOLEDAD,20/10/2015 09:39:37 a.m.,NA,NA,Desempleado,22/02/2019 07:50:23 a.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,26,M,Técnica Profesional,TECNICO EN ASISTENCIA EN ORGANIZACION DE ARCHIVO,BARRANQUILLA,20/01/2020 02:08:04 p.m.,NA,NA,Desempleado,20/01/2020 02:08:04 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
Cédula de Ciudadanía,Agencia,38,F,Técnica Laboral,Auxiliar Administrativo,BARRANQUILLA,20/01/2020 02:08:28 p.m.,NA,NA,Desempleado,20/01/2020 02:08:28 p.m.,Urbano,1,"2,020",Barrios San José,29 - 39
Cédula de Ciudadanía,Agencia,26,M,Media(10-13),Bachiller academico,BARRANQUILLA,20/01/2020 02:19:29 p.m.,NA,NA,Desempleado,20/01/2020 02:19:29 p.m.,Urbano,1,"2,020",Barrios San José,18 - 28
